LNG	LAT	NETWORK
-123.079363500000	44.627240589474	dmxcarcod
-80.197165650000	35.361363900000	dha
-80.197165650000	35.361363900000	dmx
-80.197165650000	35.361363900000	dmxcarcod
-93.373154420000	43.652027760000	dmxcarcod
-73.650624016667	40.771135741667	dha
-73.650624016667	40.771135741667	dmxcarcod
-86.207297787500	34.267133250000	dha
-86.190923340000	34.268381280000	dha
-86.190923340000	34.268381280000	dmx
-86.190923340000	34.268381280000	dmxcarcod
-93.669369450000	45.233258383333	dmx
-93.669369450000	45.233258383333	dmxcarcod
-92.806105650000	41.026357700000	dmx
-92.806105650000	41.026357700000	dmxcarcod
-78.201817633333	43.239437133333	dmx
-78.201817633333	43.239437133333	dmxcarcod
-80.361884800000	41.890726000000	dmx
-80.361884800000	41.890726000000	dmxcarcod
-97.996848200000	41.688550050000	dmx
-97.996848200000	41.688550050000	dmxcarcod
-106.635923913043	35.086911778261	dmx
-106.635923913043	35.086911778261	dmxcarcod
-106.685120510526	35.041745663158	dmx
-106.685120510526	35.041745663158	dmxcarcod
-106.622518433333	35.086754683333	dmxcarcod
-106.636290476471	35.135482541176	dmx
-106.636290476471	35.135482541176	dmxcarcod
-106.582232575000	35.073691625000	dmx
-106.582232575000	35.073691625000	dmxcarcod
-106.568854791892	35.142456922523	dmx
-106.568854791892	35.142456922523	dmxcarcod
-106.575196135294	35.107249836765	dmx
-106.575196135294	35.107249836765	dmxcarcod
-106.532124885484	35.131005100806	dmx
-106.532124885484	35.131005100806	dmxcarcod
-106.532495530435	35.105939647826	dmx
-106.532495530435	35.105939647826	dmxcarcod
-106.576935327778	35.176474983333	dmx
-106.576935327778	35.176474983333	dmxcarcod
-106.667190611628	35.198857197674	dmx
-106.667190611628	35.198857197674	dmxcarcod
-106.696646195000	35.144246987500	dmx
-106.696646195000	35.144246987500	dmxcarcod
-106.716039653333	35.063631420000	dmx
-106.716039653333	35.063631420000	dmxcarcod
-106.542826006667	35.175954886667	dmx
-106.542826006667	35.175954886667	dmxcarcod
-106.522884807143	35.073863585714	dmx
-106.522884807143	35.073863585714	dmxcarcod
-106.694966000000	35.241611000000	dmxcarcod
-75.604327300000	40.512512700000	dha
-75.604327300000	40.512512700000	dmx
-75.604327300000	40.512512700000	dmxcarcod
-96.630797000000	43.020805250000	dmxcarcod
-83.982215740000	35.772310640000	dmx
-83.982215740000	35.772310640000	dmxcarcod
-75.285114500000	39.922881400000	dha
-78.499242940000	42.897905500000	dmxcarcod
-77.550083000000	38.937430500000	dmxcarcod
-97.602724616667	32.695906750000	dha
-97.602724616667	32.695906750000	dmxcarcod
-85.957372973333	32.922706720000	dha
-85.957372973333	32.922706720000	dmx
-85.957372973333	32.922706720000	dmxcarcod
-77.099970233333	38.835746145833	dmx
-77.099970233333	38.835746145833	dmxcarcod
-77.067423122222	38.789188622222	dmx
-77.067423122222	38.789188622222	dmxcarcod
-77.122109811321	38.815829645283	dmx
-77.122109811321	38.815829645283	dmxcarcod
-77.059434800000	38.834082550000	dmx
-77.059434800000	38.834082550000	dmxcarcod
-77.080128233333	38.748420977778	dmx
-77.080128233333	38.748420977778	dmxcarcod
-77.057951233333	38.778508241667	dmx
-77.057951233333	38.778508241667	dmxcarcod
-77.063237100000	38.722750900000	dmxcarcod
-77.113366729412	38.724829888235	dmx
-77.113366729412	38.724829888235	dmxcarcod
-77.139818004167	38.780866225000	dmx
-77.139818004167	38.780866225000	dmxcarcod
-77.119853986364	38.837022054545	dmx
-77.119853986364	38.837022054545	dmxcarcod
-77.150925257692	38.820965634615	dmx
-77.150925257692	38.820965634615	dmxcarcod
-77.056447515686	38.808116562745	dmx
-77.056447515686	38.808116562745	dmxcarcod
-77.143641741176	38.759665976471	dmx
-77.143641741176	38.759665976471	dmxcarcod
		dmxcarcod
-84.394200300000	38.968296160000	dmx
-84.394200300000	38.968296160000	dmxcarcod
-95.376737465517	45.873764772414	dmxcarcod
-92.469918393103	31.279566565517	dmx
-92.469918393103	31.279566565517	dmxcarcod
-92.426391400000	31.285909300000	dmx
-92.426391400000	31.285909300000	dmxcarcod
-92.485395382353	31.288939435294	dmx
-92.485395382353	31.288939435294	dmxcarcod
-84.072043600000	44.187421600000	dmx
-84.072043600000	44.187421600000	dmxcarcod
-82.539781650000	42.615662375000	dmx
-82.539781650000	42.615662375000	dmxcarcod
-88.315403036111	42.162427366667	dha
-88.315403036111	42.162427366667	dmx
-88.315403036111	42.162427366667	dmxcarcod
-118.127293421978	34.091699486813	dha
-118.127293421978	34.091699486813	dmx
-118.127293421978	34.091699486813	dmxcarcod
-118.139048496429	34.076021157143	dha
-118.139048496429	34.076021157143	dmx
-118.139048496429	34.076021157143	dmxcarcod
-98.059696457143	27.756858592857	dmx
-98.059696457143	27.756858592857	dmxcarcod
-80.280336412500	40.604571162500	dmx
-80.280336412500	40.604571162500	dmxcarcod
-117.717419166234	33.574244981818	dha
-117.717419166234	33.574244981818	dmx
-117.717419166234	33.574244981818	dmxcarcod
-85.865658271429	42.527633014286	dmx
-85.865658271429	42.527633014286	dmxcarcod
-96.646425769231	33.102633994872	dha
-96.646425769231	33.102633994872	dmx
-96.646425769231	33.102633994872	dmxcarcod
-96.689169745161	33.107249779570	dha
-96.689169745161	33.107249779570	dmx
-96.689169745161	33.107249779570	dmxcarcod
-83.215764392857	42.251584832143	dmx
-83.215764392857	42.251584832143	dmxcarcod
-74.128037850000	41.034646162500	dmx
-81.305953100000	33.010430500000	dmx
-81.305953100000	33.010430500000	dmxcarcod
-85.920564000000	42.972510000000	dmxcarcod
-85.916472533333	42.973789533333	dmx
-74.005827550000	40.236344300000	dmx
-75.479651600000	40.599841333333	dha
-75.479651600000	40.599841333333	dmx
-75.479651600000	40.599841333333	dmxcarcod
-75.482971504348	40.602800621739	dha
-75.482971504348	40.602800621739	dmx
-75.482971504348	40.602800621739	dmxcarcod
-75.507039018644	40.570413249153	dha
-75.507039018644	40.570413249153	dmx
-75.507039018644	40.570413249153	dmxcarcod
-75.525085205405	40.600463659459	dha
-75.525085205405	40.600463659459	dmx
-75.525085205405	40.600463659459	dmxcarcod
-75.574917330000	40.564750375000	dha
-75.574917330000	40.564750375000	dmx
-75.574917330000	40.564750375000	dmxcarcod
-75.436790350000	40.623395200000	dha
-75.436790350000	40.623395200000	dmx
-75.436790350000	40.623395200000	dmxcarcod
-75.620885600000	40.582144400000	dha
-81.117328609524	40.906095242857	dmx
-81.117328609524	40.906095242857	dmxcarcod
-79.954432833333	40.573923583333	dmx
-79.954432833333	40.573923583333	dmxcarcod
-82.463626650000	31.541161725000	dmx
-82.463626650000	31.541161725000	dmxcarcod
-84.660513175000	43.383927862500	dmx
-84.660513175000	43.383927862500	dmxcarcod
-94.224959866667	35.487635166667	dmxcarcod
-83.045208625000	42.922974150000	dmx
-83.045208625000	42.922974150000	dmxcarcod
-122.878002550000	45.495990250000	dmx
-122.878002550000	45.495990250000	dmxcarcod
-122.868562766667	45.495455200000	dmx
-122.868562766667	45.495455200000	dmxcarcod
-122.859983650000	45.484210850000	dmxcarcod
		dmxcarcod
-83.453551254545	45.068736763636	dmx
-83.453551254545	45.068736763636	dmxcarcod
-84.306966104878	34.102529546341	dha
-84.306966104878	34.102529546341	dmx
-84.306966104878	34.102529546341	dmxcarcod
-84.238369467391	34.069801295652	dha
-84.238369467391	34.069801295652	dmx
-84.238369467391	34.069801295652	dmxcarcod
-84.300424923333	34.071223926667	dha
-84.300424923333	34.071223926667	dmx
-84.300424923333	34.071223926667	dmxcarcod
-84.264535760000	34.039329214000	dha
-84.264535760000	34.039329214000	dmx
-84.264535760000	34.039329214000	dmxcarcod
-103.653338816667	30.346227016667	dmx
-103.653338816667	30.346227016667	dmxcarcod
-111.777457800000	40.450817725000	dha
-111.777457800000	40.450817725000	dmx
-111.777457800000	40.450817725000	dmxcarcod
-116.769088336364	32.835324500000	dha
-116.769088336364	32.835324500000	dmx
-116.769088336364	32.835324500000	dmxcarcod
-87.731051072727	41.682770600000	dha
-87.731051072727	41.682770600000	dmx
-87.731051072727	41.682770600000	dmxcarcod
-117.589649000000	34.141050000000	dmxcarcod
-118.134769285714	34.186544821429	dha
-118.134769285714	34.186544821429	dmx
-118.134769285714	34.186544821429	dmxcarcod
-88.748827000000	39.059463000000	dmxcarcod
-81.370473421212	28.661791136364	dmx
-81.370473421212	28.661791136364	dmxcarcod
-81.403923128571	28.672767923810	dmx
-81.403923128571	28.672767923810	dmxcarcod
-90.156219307500	38.910805000000	dmx
-90.156219307500	38.910805000000	dmxcarcod
-98.306095800000	26.286325733333	dmx
-98.306095800000	26.286325733333	dmxcarcod
-78.394556480000	40.522415566667	dmx
-78.394556480000	40.522415566667	dmxcarcod
-78.390471975000	40.499266759375	dmx
-78.390471975000	40.499266759375	dmxcarcod
-93.480804042857	41.643833700000	dmx
-93.480804042857	41.643833700000	dmxcarcod
-91.432281800000	44.806016125000	dmxcarcod
-120.450642525000	41.496825125000	dmx
-120.450642525000	41.496825125000	dmxcarcod
-99.325515090000	34.655944780000	dmxcarcod
-97.212393860000	32.412166920000	dha
-97.212393860000	32.412166920000	dmx
-97.212393860000	32.412166920000	dmxcarcod
-95.242016794444	29.420975605556	dmx
-95.242016794444	29.420975605556	dmxcarcod
		dmxcarcod
-101.867702333333	35.194206700000	dmx
-101.867702333333	35.194206700000	dmxcarcod
-101.792304833333	35.192341433333	dmx
-101.792304833333	35.192341433333	dmxcarcod
-101.913575628000	35.193373120000	dmxcarcod
-101.807773409091	35.225875909091	dmx
-101.807773409091	35.225875909091	dmxcarcod
-101.885251231707	35.177178160976	dmx
-101.885251231707	35.177178160976	dmxcarcod
-101.935166484000	35.166233712000	dmxcarcod
-101.922290691667	35.199003475000	dmx
-101.922290691667	35.199003475000	dmxcarcod
-75.208825873529	40.174260667647	dha
-75.208825873529	40.174260667647	dmx
-75.208825873529	40.174260667647	dmxcarcod
-89.327957900000	41.726257700000	dmxcarcod
-80.227603980000	40.590692920000	dmx
-80.227603980000	40.590692920000	dmxcarcod
-84.207293780000	39.024438400000	dmxcarcod
-77.971114166667	37.349949000000	dmxcarcod
-122.253022800000	38.172698690000	dha
-122.253022800000	38.172698690000	dmx
-122.253022800000	38.172698690000	dmxcarcod
-112.847543160000	42.784901520000	dmx
-112.847543160000	42.784901520000	dmxcarcod
-111.788475994444	40.378858833333	dha
-111.788475994444	40.378858833333	dmx
-111.788475994444	40.378858833333	dmxcarcod
-84.222786280000	32.071202450000	dha
-84.222786280000	32.071202450000	dmx
-84.222786280000	32.071202450000	dmxcarcod
-93.616680002857	42.027027831429	dmx
-93.616680002857	42.027027831429	dmxcarcod
-70.930410370000	42.851140090000	dmx
-72.510543481250	42.371359775000	dmx
-71.601175945455	42.829793995455	dmx
-78.793153522222	42.974276111111	dmx
-78.793153522222	42.974276111111	dmxcarcod
-78.805477300000	43.036097400000	dmx
-78.805477300000	43.036097400000	dmxcarcod
-82.209368568421	41.409575163158	dmx
-82.209368568421	41.409575163158	dmxcarcod
-90.512151000000	30.731057000000	dmxcarcod
-90.508546350000	30.727497933333	dmx
-73.416776868750	40.679821343750	dha
-73.416776868750	40.679821343750	dmx
-73.416776868750	40.679821343750	dmxcarcod
-111.967225842857	43.481598942857	dmx
-111.967225842857	43.481598942857	dmxcarcod
-88.487555514286	33.989268357143	dmx
-88.487555514286	33.989268357143	dmxcarcod
-74.192673154545	42.957039004545	dmx
-74.192673154545	42.957039004545	dmxcarcod
-122.611874485714	48.503925428571	dha
-122.611874485714	48.503925428571	dmx
-122.611874485714	48.503925428571	dmxcarcod
-98.235708450000	35.072355450000	dmxcarcod
-117.951879400000	33.842741008333	dha
-117.951879400000	33.842741008333	dmx
-117.951879400000	33.842741008333	dmxcarcod
-117.936106374286	33.812566191429	dha
-117.936106374286	33.812566191429	dmx
-117.936106374286	33.812566191429	dmxcarcod
-117.981371191667	33.817601629762	dha
-117.981371191667	33.817601629762	dmx
-117.981371191667	33.817601629762	dmxcarcod
-117.909608855000	33.833731022500	dha
-117.909608855000	33.833731022500	dmx
-117.909608855000	33.833731022500	dmxcarcod
-117.885187823333	33.841643710000	dha
-117.885187823333	33.841643710000	dmx
-117.885187823333	33.841643710000	dmxcarcod
-117.785183198039	33.849237088235	dha
-117.785183198039	33.849237088235	dmx
-117.785183198039	33.849237088235	dmxcarcod
-117.743338197059	33.861177223529	dha
-117.743338197059	33.861177223529	dmx
-117.743338197059	33.861177223529	dmxcarcod
-91.281277233333	42.106030333333	dmx
-91.281277233333	42.106030333333	dmxcarcod
-149.883129118750	61.212837175000	dmx
-149.883129118750	61.212837175000	dmxcarcod
-149.946812920000	61.142249070000	dmxcarcod
-149.884776942857	61.191851478571	dmx
-149.884776942857	61.191851478571	dmxcarcod
-149.760918395455	61.205689686364	dmxcarcod
-149.831981748148	61.150097074074	dmxcarcod
-149.827064056061	61.187524324242	dmx
-149.827064056061	61.187524324242	dmxcarcod
-149.865187865000	61.125508250000	dmxcarcod
-149.716932000000	61.136790325000	dmxcarcod
-149.863442200000	61.148887280000	dmxcarcod
-74.964760100000	40.072584100000	dmx
-86.477279562500	31.308823837500	dmx
-86.477279562500	31.308823837500	dmxcarcod
-82.648634539437	34.531761850704	dha
-82.648634539437	34.531761850704	dmx
-82.648634539437	34.531761850704	dmxcarcod
-82.651304050000	34.487461375000	dmxcarcod
-82.682715925000	34.532447225000	dha
-82.729990433333	34.502329733333	dmx
-82.729990433333	34.502329733333	dmxcarcod
-85.669740130000	40.119839530000	dmx
-85.669740130000	40.119839530000	dmxcarcod
-85.672617365000	40.070926365000	dmx
-85.672617365000	40.070926365000	dmxcarcod
-85.665150091667	40.101686808333	dmx
-85.665150091667	40.101686808333	dmxcarcod
-94.447555233333	36.654904600000	dmx
-94.447555233333	36.654904600000	dmxcarcod
-71.146314772727	42.656472996970	dmx
-74.739675766667	40.976689900000	dmx
-93.339414687500	45.229597000000	dmx
-93.339414687500	45.229597000000	dmxcarcod
-97.135910400000	37.701938460000	dmxcarcod
-79.556429150000	33.453637550000	dmxcarcod
-120.547563020000	38.077440520000	dha
-120.547563020000	38.077440520000	dmx
-120.547563020000	38.077440520000	dmxcarcod
-78.741443110000	35.510783060000	dha
-78.741443110000	35.510783060000	dmx
-78.741443110000	35.510783060000	dmxcarcod
-95.433218446667	29.173123706667	dmx
-95.433218446667	29.173123706667	dmxcarcod
-79.033468500000	42.643520875000	dmx
-79.033468500000	42.643520875000	dmxcarcod
-85.004768433333	41.650115100000	dmx
-85.004768433333	41.650115100000	dmxcarcod
-122.444115400000	38.574781050000	dha
-93.589406044444	41.722484066667	dmx
-93.589406044444	41.722484066667	dmxcarcod
-93.610101692593	41.735160425926	dmx
-93.610101692593	41.735160425926	dmxcarcod
-83.778868912676	42.266924657746	dmx
-83.778868912676	42.266924657746	dmxcarcod
-83.722755300000	42.261418104286	dmx
-83.722755300000	42.261418104286	dmxcarcod
-83.699464011429	42.306243151429	dmx
-83.699464011429	42.306243151429	dmxcarcod
-83.699257131579	42.244260700000	dmx
-83.699257131579	42.244260700000	dmxcarcod
-83.733663175000	42.280037092857	dmx
-83.733663175000	42.280037092857	dmxcarcod
-89.240823980000	37.465204020000	dmxcarcod
-96.567193885714	33.344400528571	dha
-96.567193885714	33.344400528571	dmx
-96.567193885714	33.344400528571	dmxcarcod
-74.883311033333	40.639140188889	dmx
-77.200706604225	38.831816243662	dmx
-77.200706604225	38.831816243662	dmxcarcod
-76.527276742697	38.983442941573	dha
-76.527276742697	38.983442941573	dmx
-76.527276742697	38.983442941573	dmxcarcod
-76.495512700000	38.958254013333	dha
-76.495512700000	38.958254013333	dmx
-76.495512700000	38.958254013333	dmxcarcod
-76.463373100000	39.036535125000	dha
-76.463373100000	39.036535125000	dmxcarcod
-85.827966975000	33.651077325000	dha
-85.827966975000	33.651077325000	dmx
-85.827966975000	33.651077325000	dmxcarcod
-85.808504700000	33.726985625000	dmx
-85.808504700000	33.726985625000	dmxcarcod
-85.817971660526	33.653594118421	dha
-85.817971660526	33.653594118421	dmx
-85.817971660526	33.653594118421	dmxcarcod
-76.491314300000	40.334026000000	dha
-76.491314300000	40.334026000000	dmx
-76.491314300000	40.334026000000	dmxcarcod
-93.384879737500	45.202020287500	dmx
-93.384879737500	45.202020287500	dmxcarcod
-73.082224125000	41.340040487500	dmx
-121.365995925000	38.714404133333	dha
-121.365995925000	38.714404133333	dmx
-121.365995925000	38.714404133333	dmxcarcod
-112.140348416667	33.863090000000	dha
-112.140348416667	33.863090000000	dmx
-112.140348416667	33.863090000000	dmxcarcod
-106.605223550000	31.995011500000	dmx
-106.605223550000	31.995011500000	dmxcarcod
-106.606057400000	32.012582600000	dmx
-106.606057400000	32.012582600000	dmxcarcod
-86.660901200000	36.052390200000	dmx
-86.660901200000	36.052390200000	dmxcarcod
-88.086755915385	42.472167276923	dha
-88.086755915385	42.472167276923	dmx
-88.086755915385	42.472167276923	dmxcarcod
-121.814724298333	37.992294203333	dha
-121.814724298333	37.992294203333	dmx
-121.814724298333	37.992294203333	dmxcarcod
-121.772849246875	37.969135300000	dha
-121.772849246875	37.969135300000	dmx
-121.772849246875	37.969135300000	dmxcarcod
-95.610466433333	34.233375766667	dmxcarcod
-116.662232400000	33.555324566667	dha
-116.662232400000	33.555324566667	dmxcarcod
		dha
		dmxcarcod
-111.545209150000	33.414260200000	dha
-111.545209150000	33.414260200000	dmx
-111.545209150000	33.414260200000	dmxcarcod
-111.557097537500	33.413245200000	dha
-111.557097537500	33.413245200000	dmx
-111.557097537500	33.413245200000	dmxcarcod
-78.864423392000	35.737347656000	dha
-78.864423392000	35.737347656000	dmx
-78.864423392000	35.737347656000	dmxcarcod
-78.844049750000	35.755060933333	dha
-78.844049750000	35.755060933333	dmx
-78.844049750000	35.755060933333	dmxcarcod
-78.791230850000	35.667117225000	dha
-78.791230850000	35.667117225000	dmxcarcod
-79.579709533333	40.563041483333	dmx
-79.579709533333	40.563041483333	dmxcarcod
-82.397295127273	27.768208227273	dmx
-82.397295127273	27.768208227273	dmxcarcod
-81.475059130435	28.672711847826	dmx
-81.475059130435	28.672711847826	dmxcarcod
-81.508430714286	28.695695542857	dmx
-81.508430714286	28.695695542857	dmxcarcod
-93.210570334043	44.735323059574	dmx
-93.210570334043	44.735323059574	dmxcarcod
-117.255183778000	34.537777618000	dha
-117.255183778000	34.537777618000	dmx
-117.255183778000	34.537777618000	dmxcarcod
-117.230299980952	34.474734961905	dha
-117.230299980952	34.474734961905	dmx
-117.230299980952	34.474734961905	dmxcarcod
-88.397457744828	44.281698213793	dmx
-88.397457744828	44.281698213793	dmxcarcod
-88.429991960870	44.287590282609	dmx
-88.429991960870	44.287590282609	dmxcarcod
-88.443282818182	44.273055736364	dmx
-88.443282818182	44.273055736364	dmxcarcod
-88.367890233333	44.246349525000	dmx
-88.367890233333	44.246349525000	dmxcarcod
-94.028082100000	38.190375200000	dmxcarcod
-121.896095081481	36.976287625926	dha
-121.896095081481	36.976287625926	dmx
-121.896095081481	36.976287625926	dmxcarcod
-86.501271010000	34.330772120000	dmx
-86.501271010000	34.330772120000	dmxcarcod
-97.153893100000	27.909296766667	dmx
-97.153893100000	27.909296766667	dmxcarcod
-122.062250800000	39.021017250000	dha
-122.062250800000	39.021017250000	dmxcarcod
-81.857384957143	27.219873285714	dmx
-81.857384957143	27.219873285714	dmxcarcod
-118.026563322059	34.135415913235	dha
-118.026563322059	34.135415913235	dmx
-118.026563322059	34.135415913235	dmxcarcod
-118.053424527368	34.127573490526	dha
-118.053424527368	34.127573490526	dmx
-118.053424527368	34.127573490526	dmxcarcod
-84.553740533333	39.992604166667	dmx
-84.553740533333	39.992604166667	dmxcarcod
-124.082392133333	40.870678850000	dmxcarcod
-75.562052580000	41.495745020000	dha
-75.562052580000	41.495745020000	dmx
-75.562052580000	41.495745020000	dmxcarcod
-84.314567875000	41.522552925000	dmx
-84.314567875000	41.522552925000	dmxcarcod
-79.956933566667	35.902905183333	dmx
-94.354315000000	38.480584000000	dmx
-94.354315000000	38.480584000000	dmxcarcod
-113.296755000000	43.640250000000	dmxcarcod
-75.290418592000	40.005855060000	dha
-75.290418592000	40.005855060000	dmx
-75.290418592000	40.005855060000	dmxcarcod
-86.842310866667	34.992187733333	dmxcarcod
-97.145262708108	34.188395472973	dha
-97.145262708108	34.188395472973	dmx
-97.145262708108	34.188395472973	dmxcarcod
