ZIP3,STATE,POPULATION,AP,DENT,INN_AP,INN_DENT,FRAC_INN_AP,FRAC_INN_DENT,GP,PED,SURG,PERIO,ENDO,PROSTHO,PP_AP,PP_DENT,PP_GP,PP_PED,PP_SURG,PP_PERIO,PP_ENDO,PP_PROSTHO
351,AL,333060,297,204,192,116,0.646465,0.568627,104,6,8,0,0,0,1121.414141,1632.647059,3202.500000,55510.000000,41632.500000,999999.000000,999999.000000,999999.000000
352,AL,499128,786,631,177,161,0.225191,0.255151,125,2,21,7,10,0,635.022901,791.011094,3993.024000,249564.000000,23768.000000,71304.000000,49912.800000,999999.000000
354,AL,233691,210,180,82,81,0.390476,0.450000,75,4,6,1,2,0,1112.814286,1298.283333,3115.880000,58422.750000,38948.500000,233691.000000,116845.500000,999999.000000
355,AL,153202,66,57,15,15,0.227273,0.263158,11,0,3,0,1,0,2321.242424,2687.754386,13927.454545,999999.000000,51067.333333,999999.000000,153202.000000,999999.000000
356,AL,382897,345,281,178,136,0.515942,0.483986,126,4,11,1,1,0,1109.846377,1362.622776,3038.865079,95724.250000,34808.818182,382897.000000,382897.000000,999999.000000
357,AL,236257,122,109,24,24,0.196721,0.220183,23,0,1,0,0,0,1936.532787,2167.495413,10272.043478,999999.000000,236257.000000,999999.000000,999999.000000,999999.000000
358,AL,196195,209,179,18,18,0.086124,0.100559,15,0,2,0,0,0,938.732057,1096.061453,13079.666667,999999.000000,98097.500000,999999.000000,999999.000000,999999.000000
359,AL,287321,400,211,294,123,0.735000,0.582938,115,7,8,1,1,0,718.302500,1361.710900,2498.443478,41045.857143,35915.125000,287321.000000,287321.000000,999999.000000
360,AL,289562,158,141,82,77,0.518987,0.546099,76,0,2,0,1,0,1832.670886,2053.631206,3810.026316,999999.000000,144781.000000,999999.000000,289562.000000,999999.000000
361,AL,210083,300,267,111,104,0.370000,0.389513,99,3,8,0,1,0,700.276667,786.827715,2122.050505,70027.666667,26260.375000,999999.000000,210083.000000,999999.000000
362,AL,182591,217,184,145,122,0.668203,0.663043,117,3,8,0,1,0,841.433180,992.342391,1560.606838,60863.666667,22823.875000,999999.000000,182591.000000,999999.000000
363,AL,240777,317,207,181,103,0.570978,0.497585,95,3,10,0,2,0,759.548896,1163.173913,2534.494737,80259.000000,24077.700000,999999.000000,120388.500000,999999.000000
364,AL,103510,44,41,7,7,0.159091,0.170732,7,0,0,0,0,0,2352.500000,2524.634146,14787.142857,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
365,AL,379229,282,216,126,96,0.446809,0.444444,94,1,1,0,2,0,1344.783688,1755.689815,4034.351064,379229.000000,379229.000000,999999.000000,189614.500000,999999.000000
366,AL,286208,343,255,150,106,0.437318,0.415686,100,2,2,1,5,1,834.425656,1122.384314,2862.080000,143104.000000,143104.000000,286208.000000,57241.600000,286208.000000
367,AL,107003,96,91,65,65,0.677083,0.714286,62,3,5,0,0,0,1114.614583,1175.857143,1725.854839,35667.666667,21400.600000,999999.000000,999999.000000,999999.000000
368,AL,265958,162,142,85,85,0.524691,0.598592,82,3,5,0,0,0,1641.716049,1872.943662,3243.390244,88652.666667,53191.600000,999999.000000,999999.000000,999999.000000
369,AL,18457,13,13,7,7,0.538462,0.538462,7,1,0,0,0,0,1419.769231,1419.769231,2636.714286,18457.000000,999999.000000,999999.000000,999999.000000,999999.000000
370,TN,985857,1598,816,991,381,0.620150,0.466912,296,45,36,3,12,0,616.931790,1208.158088,3330.597973,21907.933333,27384.916667,328619.000000,82154.750000,999999.000000
371,TN,674879,944,600,576,327,0.610169,0.545000,248,41,30,2,13,0,714.914195,1124.798333,2721.286290,16460.463415,22495.966667,337439.500000,51913.769231,999999.000000
372,TN,454949,876,570,383,198,0.437215,0.347368,161,7,25,4,6,0,519.348174,798.156140,2825.770186,64992.714286,18197.960000,113737.250000,75824.833333,999999.000000
373,TN,584838,441,368,125,112,0.283447,0.304348,89,2,15,1,0,0,1326.163265,1589.233696,6571.213483,292419.000000,38989.200000,584838.000000,999999.000000,999999.000000
374,TN,206159,296,242,73,65,0.246622,0.268595,45,0,14,0,2,0,696.483108,851.896694,4581.311111,999999.000000,14725.642857,999999.000000,103079.500000,999999.000000
376,TN,412764,382,283,88,55,0.230366,0.194346,38,0,14,0,1,0,1080.534031,1458.530035,10862.210526,999999.000000,29483.142857,999999.000000,412764.000000,999999.000000
377,TN,343752,207,177,74,62,0.357488,0.350282,53,0,7,0,1,0,1660.637681,1942.101695,6485.886792,999999.000000,49107.428571,999999.000000,343752.000000,999999.000000
378,TN,535626,422,339,157,118,0.372038,0.348083,94,0,22,0,3,0,1269.255924,1580.017699,5698.148936,999999.000000,24346.636364,999999.000000,178542.000000,999999.000000
379,TN,409720,513,355,176,103,0.343080,0.290141,82,2,13,0,3,0,798.674464,1154.140845,4996.585366,204860.000000,31516.923077,999999.000000,136573.333333,999999.000000
380,TN,426524,280,231,71,51,0.253571,0.220779,44,2,2,0,3,1,1523.300000,1846.424242,9693.727273,213262.000000,213262.000000,999999.000000,142174.666667,426524.000000
381,TN,738057,920,660,286,164,0.310870,0.248485,144,7,11,2,3,2,802.235870,1118.268182,5125.395833,105436.714286,67096.090909,369028.500000,246019.000000,369028.500000
382,TN,113941,58,48,14,14,0.241379,0.291667,13,0,0,0,0,0,1964.500000,2373.770833,8764.692308,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
383,TN,285923,180,154,33,33,0.183333,0.214286,31,2,0,0,0,0,1588.461111,1856.642857,9223.322581,142961.500000,999999.000000,999999.000000,999999.000000,999999.000000
384,TN,181373,104,90,33,30,0.317308,0.333333,24,3,3,1,0,0,1743.971154,2015.255556,7557.208333,60457.666667,60457.666667,181373.000000,999999.000000,999999.000000
385,TN,236155,146,122,41,33,0.280822,0.270492,15,8,10,0,0,0,1617.500000,1935.696721,15743.666667,29519.375000,23615.500000,999999.000000,999999.000000,999999.000000
386,MS,419362,278,203,93,72,0.334532,0.354680,70,3,1,3,0,1,1508.496403,2065.822660,5990.885714,139787.333333,419362.000000,139787.333333,999999.000000,419362.000000
387,MS,111713,72,51,21,15,0.291667,0.294118,13,2,1,1,0,0,1551.569444,2190.450980,8593.307692,55856.500000,111713.000000,111713.000000,999999.000000,999999.000000
388,MS,263679,168,146,23,22,0.136905,0.150685,20,0,1,0,0,0,1569.517857,1806.020548,13183.950000,999999.000000,263679.000000,999999.000000,999999.000000,999999.000000
389,MS,108511,60,50,7,7,0.116667,0.140000,5,0,1,0,0,0,1808.516667,2170.220000,21702.200000,999999.000000,108511.000000,999999.000000,999999.000000,999999.000000
390,MS,283363,199,163,82,58,0.412060,0.355828,57,1,0,0,2,0,1423.934673,1738.423313,4971.280702,283363.000000,999999.000000,999999.000000,141681.500000,999999.000000
391,MS,289206,257,182,87,50,0.338521,0.274725,46,0,1,1,3,0,1125.315175,1589.043956,6287.086957,999999.000000,289206.000000,289206.000000,96402.000000,999999.000000
392,MS,231462,381,311,51,48,0.133858,0.154341,45,2,0,0,3,0,607.511811,744.250804,5143.600000,115731.000000,999999.000000,999999.000000,77154.000000,999999.000000
393,MS,208070,126,108,19,17,0.150794,0.157407,17,0,0,1,0,0,1651.349206,1926.574074,12239.411765,999999.000000,999999.000000,208070.000000,999999.000000,999999.000000
394,MS,371493,299,218,92,51,0.307692,0.233945,42,2,4,0,0,0,1242.451505,1704.096330,8845.071429,185746.500000,92873.250000,999999.000000,999999.000000,999999.000000
395,MS,401656,311,241,59,48,0.189711,0.199170,39,0,1,0,4,0,1291.498392,1666.622407,10298.871795,999999.000000,401656.000000,999999.000000,100414.000000,999999.000000
396,MS,129265,114,71,39,17,0.342105,0.239437,14,1,1,0,0,0,1133.903509,1820.633803,9233.214286,129265.000000,129265.000000,999999.000000,999999.000000,999999.000000
397,MS,168388,105,87,16,15,0.152381,0.172414,12,0,0,0,0,0,1603.695238,1935.494253,14032.333333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
398,GA,105726,38,32,2,2,0.052632,0.062500,2,0,0,0,0,0,2782.263158,3303.937500,52863.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
400,KY,259129,416,268,287,170,0.689904,0.634328,138,13,11,0,1,0,622.906250,966.899254,1877.746377,19933.000000,23557.181818,999999.000000,259129.000000,999999.000000
401,KY,147796,188,140,113,80,0.601064,0.571429,73,0,2,0,0,0,786.148936,1055.685714,2024.602740,999999.000000,73898.000000,999999.000000,999999.000000,999999.000000
402,KY,759245,2256,1103,1321,538,0.585550,0.487761,443,30,39,9,15,1,336.544770,688.345422,1713.871332,25308.166667,19467.820513,84360.555556,50616.333333,759245.000000
403,KY,340901,441,286,302,182,0.684807,0.636364,152,10,12,1,2,0,773.018141,1191.961538,2242.769737,34090.100000,28408.416667,340901.000000,170450.500000,999999.000000
404,KY,191386,272,152,189,86,0.694853,0.565789,65,3,9,1,0,1,703.625000,1259.118421,2944.400000,63795.333333,21265.111111,191386.000000,999999.000000,191386.000000
405,KY,316124,963,637,384,231,0.398754,0.362637,194,6,19,4,7,0,328.269990,496.270016,1629.505155,52687.333333,16638.105263,79031.000000,45160.571429,999999.000000
406,KY,50731,118,106,72,71,0.610169,0.669811,57,9,12,1,0,1,429.923729,478.594340,890.017544,5636.777778,4227.583333,50731.000000,999999.000000,50731.000000
407,KY,107767,80,63,32,28,0.400000,0.444444,22,2,2,0,0,0,1347.087500,1710.587302,4898.500000,53883.500000,53883.500000,999999.000000,999999.000000,999999.000000
408,KY,33626,11,9,4,4,0.363636,0.444444,4,0,0,0,0,0,3056.909091,3736.222222,8406.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
409,KY,66784,90,38,65,23,0.722222,0.605263,23,0,0,0,0,0,742.044444,1757.473684,2903.652174,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
410,KY,506456,529,385,266,191,0.502836,0.496104,182,2,10,1,0,0,957.383743,1315.470130,2782.725275,253228.000000,50645.600000,506456.000000,999999.000000,999999.000000
411,KY,135258,98,84,33,32,0.336735,0.380952,30,1,3,0,0,0,1380.183673,1610.214286,4508.600000,135258.000000,45086.000000,999999.000000,999999.000000,999999.000000
412,KY,48925,17,14,5,5,0.294118,0.357143,5,0,0,0,0,0,2877.941176,3494.642857,9785.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
413,KY,32849,8,6,1,1,0.125000,0.166667,1,0,0,0,0,0,4106.125000,5474.833333,32849.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
414,KY,24591,20,17,9,9,0.450000,0.529412,9,0,0,0,0,0,1229.550000,1446.529412,2732.333333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
415,KY,64714,72,60,17,17,0.236111,0.283333,16,0,1,0,0,0,898.805556,1078.566667,4044.625000,999999.000000,64714.000000,999999.000000,999999.000000,999999.000000
416,KY,38057,38,29,11,11,0.289474,0.379310,11,0,0,0,0,0,1001.500000,1312.310345,3459.727273,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
417,KY,38634,39,25,15,12,0.384615,0.480000,11,1,0,0,0,0,990.615385,1545.360000,3512.181818,38634.000000,999999.000000,999999.000000,999999.000000,999999.000000
418,KY,29407,14,14,3,3,0.214286,0.214286,3,0,0,0,0,0,2100.500000,2100.500000,9802.333333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
420,KY,222245,171,150,47,40,0.274854,0.266667,37,0,4,0,1,1,1299.678363,1481.633333,6006.621622,999999.000000,55561.250000,999999.000000,222245.000000,222245.000000
421,KY,228265,216,180,72,66,0.333333,0.366667,56,4,10,0,0,0,1056.782407,1268.138889,4076.160714,57066.250000,22826.500000,999999.000000,999999.000000,999999.000000
422,KY,154293,165,152,34,34,0.206061,0.223684,28,3,7,0,1,0,935.109091,1015.085526,5510.464286,51431.000000,22041.857143,999999.000000,154293.000000,999999.000000
423,KY,172703,139,118,28,28,0.201439,0.237288,26,1,2,0,0,0,1242.467626,1463.584746,6642.423077,172703.000000,86351.500000,999999.000000,999999.000000,999999.000000
424,KY,134236,77,72,18,18,0.233766,0.250000,17,0,2,0,0,0,1743.324675,1864.388889,7896.235294,999999.000000,67118.000000,999999.000000,999999.000000,999999.000000
425,KY,77901,80,76,35,35,0.437500,0.460526,33,1,2,0,0,0,973.762500,1025.013158,2360.636364,77901.000000,38950.500000,999999.000000,999999.000000,999999.000000
426,KY,65550,41,25,23,14,0.560976,0.560000,14,0,0,0,0,0,1598.780488,2622.000000,4682.142857,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
427,KY,183667,244,180,154,111,0.631148,0.616667,95,4,7,3,0,0,752.733607,1020.372222,1933.336842,45916.750000,26238.142857,61222.333333,999999.000000,999999.000000
430,OH,840772,1396,904,743,393,0.532235,0.434735,332,13,22,11,12,2,602.272206,930.057522,2532.445783,64674.769231,38216.909091,76433.818182,70064.333333,420386.000000
431,OH,426123,440,359,254,205,0.577273,0.571031,175,7,16,4,2,2,968.461364,1186.972145,2434.988571,60874.714286,26632.687500,106530.750000,213061.500000,213061.500000
432,OH,808361,1376,1030,483,309,0.351017,0.300000,279,10,6,6,5,2,587.471657,784.816505,2897.351254,80836.100000,134726.833333,134726.833333,161672.200000,404180.500000
433,OH,179234,154,141,85,79,0.551948,0.560284,68,2,6,0,0,1,1163.857143,1271.163121,2635.794118,89617.000000,29872.333333,999999.000000,999999.000000,179234.000000
434,OH,164450,162,147,72,68,0.444444,0.462585,56,1,4,3,0,1,1015.123457,1118.707483,2936.607143,164450.000000,41112.500000,54816.666667,999999.000000,164450.000000
435,OH,294174,375,252,204,127,0.544000,0.503968,105,2,8,4,0,0,784.464000,1167.357143,2801.657143,147087.000000,36771.750000,73543.500000,999999.000000,999999.000000
436,OH,336774,628,399,342,222,0.544586,0.556391,193,9,10,5,1,0,536.264331,844.045113,1744.943005,37419.333333,33677.400000,67354.800000,336774.000000,999999.000000
437,OH,192287,189,159,94,76,0.497354,0.477987,71,2,6,0,0,1,1017.391534,1209.352201,2708.267606,96143.500000,32047.833333,999999.000000,999999.000000,192287.000000
438,OH,64231,33,32,19,19,0.575758,0.593750,19,1,0,0,0,0,1946.393939,2007.218750,3380.578947,64231.000000,999999.000000,999999.000000,999999.000000,999999.000000
439,OH,174692,148,102,83,47,0.560811,0.460784,43,0,5,0,0,0,1180.351351,1712.666667,4062.604651,999999.000000,34938.400000,999999.000000,999999.000000,999999.000000
440,OH,853396,1599,847,1047,476,0.654784,0.561983,390,15,24,15,11,3,533.706066,1007.551358,2188.194872,56893.066667,35558.166667,56893.066667,77581.454545,284465.333333
441,OH,1192357,3361,1618,2146,855,0.638500,0.528430,696,35,45,28,30,7,354.762571,736.932633,1713.156609,34067.342857,26496.822222,42584.178571,39745.233333,170336.714286
442,OH,568371,945,643,587,377,0.621164,0.586314,313,10,12,9,8,2,601.450794,883.936236,1815.881789,56837.100000,47364.250000,63152.333333,71046.375000,284185.500000
443,OH,270135,615,418,413,271,0.671545,0.648325,236,11,11,6,7,1,439.243902,646.255981,1144.639831,24557.727273,24557.727273,45022.500000,38590.714286,270135.000000
444,OH,337009,415,305,233,175,0.561446,0.573770,147,1,8,3,1,1,812.069880,1104.947541,2292.578231,337009.000000,42126.125000,112336.333333,337009.000000,337009.000000
445,OH,157638,371,221,240,123,0.646900,0.556561,103,1,5,4,1,1,424.900270,713.294118,1530.466019,157638.000000,31527.600000,39409.500000,157638.000000,157638.000000
446,OH,453876,417,320,222,147,0.532374,0.459375,128,7,5,2,1,1,1088.431655,1418.362500,3545.906250,64839.428571,90775.200000,226938.000000,453876.000000,453876.000000
447,OH,191876,382,352,191,186,0.500000,0.528409,178,1,7,2,0,0,502.293194,545.102273,1077.955056,191876.000000,27410.857143,95938.000000,999999.000000,999999.000000
448,OH,330901,325,287,142,134,0.436923,0.466899,116,8,7,4,1,0,1018.156923,1152.965157,2852.594828,41362.625000,47271.571429,82725.250000,330901.000000,999999.000000
449,OH,90873,102,89,27,27,0.264706,0.303371,18,1,4,0,2,1,890.911765,1021.044944,5048.500000,90873.000000,22718.250000,999999.000000,45436.500000,90873.000000
450,OH,600891,571,436,180,143,0.315236,0.327982,126,0,9,1,3,0,1052.348511,1378.190367,4768.976190,999999.000000,66765.666667,600891.000000,200297.000000,999999.000000
451,OH,343625,174,144,55,48,0.316092,0.333333,42,5,0,0,0,1,1974.856322,2386.284722,8181.547619,68725.000000,999999.000000,999999.000000,999999.000000,343625.000000
452,OH,800393,1480,813,776,282,0.524324,0.346863,255,4,18,1,3,2,540.806081,984.493235,3138.796078,200098.250000,44466.277778,800393.000000,266797.666667,400196.500000
453,OH,493891,445,359,258,206,0.579775,0.573816,193,1,8,4,2,1,1109.867416,1375.740947,2559.020725,493891.000000,61736.375000,123472.750000,246945.500000,493891.000000
454,OH,479950,859,622,461,313,0.536671,0.503215,285,15,9,6,2,3,558.731083,771.623794,1684.035088,31996.666667,53327.777778,79991.666667,239975.000000,159983.333333
455,OH,99375,156,144,102,96,0.653846,0.666667,82,4,9,3,1,0,637.019231,690.104167,1211.890244,24843.750000,11041.666667,33125.000000,99375.000000,999999.000000
456,OH,342375,265,205,128,96,0.483019,0.468293,81,3,13,2,0,1,1291.981132,1670.121951,4226.851852,114125.000000,26336.538462,171187.500000,999999.000000,342375.000000
457,WV,155574,92,70,37,22,0.402174,0.314286,21,0,1,0,0,0,1691.021739,2222.485714,7408.285714,999999.000000,155574.000000,999999.000000,999999.000000,999999.000000
458,OH,366152,271,223,94,77,0.346863,0.345291,73,1,5,0,1,1,1351.114391,1641.937220,5015.780822,366152.000000,73230.400000,999999.000000,366152.000000,366152.000000
460,IN,553382,922,695,465,324,0.504338,0.466187,285,8,22,2,6,3,600.197397,796.233094,1941.691228,69172.750000,25153.727273,276691.000000,92230.333333,184460.666667
461,IN,545955,644,459,335,207,0.520186,0.450980,191,3,12,1,0,1,847.756211,1189.444444,2858.403141,181985.000000,45496.250000,545955.000000,999999.000000,545955.000000
462,IN,948747,2098,1186,1075,470,0.512393,0.396290,428,13,25,1,7,2,452.214967,799.955312,2216.698598,72980.538462,37949.880000,948747.000000,135535.285714,474373.500000
463,IN,661682,836,615,382,264,0.456938,0.429268,247,3,7,5,2,0,791.485646,1075.905691,2678.874494,220560.666667,94526.000000,132336.400000,330841.000000,999999.000000
464,IN,131624,242,202,150,130,0.619835,0.643564,119,5,3,1,2,0,543.900826,651.603960,1106.084034,26324.800000,43874.666667,131624.000000,65812.000000,999999.000000
465,IN,485092,491,387,268,195,0.545825,0.503876,181,5,8,0,2,0,987.967413,1253.467700,2680.066298,97018.400000,60636.500000,999999.000000,242546.000000,999999.000000
466,IN,146108,226,194,138,124,0.610619,0.639175,117,9,1,0,4,0,646.495575,753.134021,1248.786325,16234.222222,146108.000000,999999.000000,36527.000000,999999.000000
467,IN,331552,160,141,27,26,0.168750,0.184397,25,0,1,0,0,0,2072.200000,2351.432624,13262.080000,999999.000000,331552.000000,999999.000000,999999.000000,999999.000000
468,IN,316437,550,385,259,165,0.470909,0.428571,159,0,4,0,0,0,575.340000,821.914286,1990.169811,999999.000000,79109.250000,999999.000000,999999.000000,999999.000000
469,IN,304681,446,321,268,164,0.600897,0.510903,154,0,7,2,3,1,683.141256,949.161994,1978.448052,999999.000000,43525.857143,152340.500000,101560.333333,304681.000000
470,IN,116883,64,59,31,31,0.484375,0.525424,30,0,0,0,0,0,1826.296875,1981.067797,3896.100000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
471,IN,295979,453,275,338,190,0.746137,0.690909,156,11,15,0,6,0,653.375276,1076.287273,1897.301282,26907.181818,19731.933333,999999.000000,49329.833333,999999.000000
472,IN,213174,238,211,98,95,0.411765,0.450237,88,0,5,0,0,0,895.689076,1010.303318,2422.431818,999999.000000,42634.800000,999999.000000,999999.000000,999999.000000
473,IN,316266,323,266,161,130,0.498452,0.488722,122,1,6,1,0,0,979.151703,1188.969925,2592.344262,316266.000000,52711.000000,316266.000000,999999.000000,999999.000000
474,IN,267395,223,191,80,74,0.358744,0.387435,68,0,5,0,0,0,1199.080717,1399.973822,3932.279412,999999.000000,53479.000000,999999.000000,999999.000000,999999.000000
475,IN,164859,107,97,23,23,0.214953,0.237113,21,0,2,0,0,0,1540.738318,1699.577320,7850.428571,999999.000000,82429.500000,999999.000000,999999.000000,999999.000000
476,IN,127932,71,63,6,6,0.084507,0.095238,6,0,0,0,0,0,1801.859155,2030.666667,21322.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
477,IN,185222,290,233,131,105,0.451724,0.450644,101,0,6,0,0,0,638.696552,794.944206,1833.881188,999999.000000,30870.333333,999999.000000,999999.000000,999999.000000
478,IN,185218,164,152,83,79,0.506098,0.519737,74,0,6,0,0,0,1129.378049,1218.539474,2502.945946,999999.000000,30869.666667,999999.000000,999999.000000,999999.000000
479,IN,316080,306,195,138,60,0.450980,0.307692,60,0,0,0,0,0,1032.941176,1620.923077,5268.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
480,MI,1153899,2866,1732,1818,973,0.634334,0.561778,828,26,48,28,47,5,402.616539,666.223441,1393.597826,44380.730769,24039.562500,41210.678571,24551.042553,230779.800000
481,MI,1555681,3981,2457,2225,1172,0.558905,0.477004,1028,16,59,38,53,10,390.776438,633.162800,1513.308366,97230.062500,26367.474576,40938.973684,29352.471698,155568.100000
482,MI,887804,1136,799,792,534,0.697183,0.668335,490,16,23,13,8,3,781.517606,1111.143930,1811.844898,55487.750000,38600.173913,68292.615385,110975.500000,295934.666667
483,MI,1000242,2423,1725,1330,893,0.548906,0.517681,730,26,65,33,61,7,412.811391,579.850435,1370.194521,38470.846154,15388.338462,30310.363636,16397.409836,142891.714286
484,MI,450187,511,439,300,268,0.587084,0.610478,252,1,11,6,2,2,880.992172,1025.482916,1786.456349,450187.000000,40926.090909,75031.166667,225093.500000,225093.500000
485,MI,182724,416,325,261,214,0.627404,0.658462,188,3,10,11,7,2,439.240385,562.227692,971.936170,60908.000000,18272.400000,16611.272727,26103.428571,91362.000000
486,MI,396788,956,575,724,394,0.757322,0.685217,380,2,16,1,5,2,415.050209,690.066087,1044.178947,198394.000000,24799.250000,396788.000000,79357.600000,198394.000000
487,MI,204999,264,199,142,97,0.537879,0.487437,84,0,12,1,5,0,776.511364,1030.145729,2440.464286,999999.000000,17083.250000,204999.000000,40999.800000,999999.000000
488,MI,632918,1381,641,1035,355,0.749457,0.553822,321,5,15,6,10,1,458.304127,987.391576,1971.707165,126583.600000,42194.533333,105486.333333,63291.800000,632918.000000
489,MI,163030,365,328,228,206,0.624658,0.628049,186,2,8,3,8,0,446.657534,497.042683,876.505376,81515.000000,20378.750000,54343.333333,20378.750000,999999.000000
490,MI,748252,1602,804,1153,450,0.719725,0.559701,434,5,12,2,5,1,467.073658,930.661692,1724.082949,149650.400000,62354.333333,374126.000000,149650.400000,748252.000000
491,MI,108255,92,71,41,29,0.445652,0.408451,29,0,0,0,0,0,1176.684783,1524.718310,3732.931034,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
492,MI,347798,501,446,307,291,0.612774,0.652466,280,2,8,2,5,0,694.207585,779.816143,1242.135714,173899.000000,43474.750000,173899.000000,69559.600000,999999.000000
493,MI,340783,532,340,390,222,0.733083,0.652941,217,3,3,2,0,0,640.569549,1002.302941,1570.428571,113594.333333,113594.333333,170391.500000,999999.000000,999999.000000
494,MI,577756,1013,702,640,402,0.631787,0.572650,385,3,13,2,3,2,570.341560,823.014245,1500.664935,192585.333333,44442.769231,288878.000000,192585.333333,288878.000000
495,MI,420852,1251,664,819,352,0.654676,0.530120,336,7,8,2,8,1,336.412470,633.813253,1252.535714,60121.714286,52606.500000,210426.000000,52606.500000,420852.000000
496,MI,271228,600,376,424,241,0.706667,0.640957,231,4,4,2,5,1,452.046667,721.351064,1174.147186,67807.000000,67807.000000,135614.000000,54245.600000,271228.000000
497,MI,223949,386,211,186,46,0.481865,0.218009,43,0,1,0,2,0,580.178756,1061.369668,5208.116279,999999.000000,223949.000000,999999.000000,111974.500000,999999.000000
498,MI,178840,417,285,272,158,0.652278,0.554386,156,2,1,1,0,0,428.872902,627.508772,1146.410256,89420.000000,178840.000000,178840.000000,999999.000000,999999.000000
499,MI,79546,67,57,23,22,0.343284,0.385965,21,0,1,0,0,0,1187.253731,1395.543860,3787.904762,999999.000000,79546.000000,999999.000000,999999.000000,999999.000000
500,IA,246153,228,198,64,52,0.280702,0.262626,50,1,2,1,0,0,1079.618421,1243.196970,4923.060000,246153.000000,123076.500000,246153.000000,999999.000000,999999.000000
501,IA,181542,130,121,27,27,0.207692,0.223140,25,1,1,0,1,0,1396.476923,1500.347107,7261.680000,181542.000000,181542.000000,999999.000000,181542.000000,999999.000000
502,IA,228557,254,223,51,49,0.200787,0.219731,48,0,2,0,0,0,899.830709,1024.919283,4761.604167,999999.000000,114278.500000,999999.000000,999999.000000,999999.000000
503,IA,300301,326,246,139,93,0.426380,0.378049,91,1,2,1,0,0,921.168712,1220.735772,3300.010989,300301.000000,150150.500000,300301.000000,999999.000000,999999.000000
504,IA,102471,91,84,22,22,0.241758,0.261905,20,0,1,0,1,0,1126.054945,1219.892857,5123.550000,999999.000000,102471.000000,999999.000000,102471.000000,999999.000000
505,IA,122003,119,111,35,35,0.294118,0.315315,33,0,2,0,1,0,1025.235294,1099.126126,3697.060606,999999.000000,61001.500000,999999.000000,122003.000000,999999.000000
506,IA,172181,101,96,5,5,0.049505,0.052083,5,0,0,0,0,0,1704.762376,1793.552083,34436.200000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
507,IA,78204,104,97,41,41,0.394231,0.422680,39,0,2,0,1,0,751.961538,806.226804,2005.230769,999999.000000,39102.000000,999999.000000,78204.000000,999999.000000
508,IA,32808,20,16,1,1,0.050000,0.062500,1,0,0,0,0,0,1640.400000,2050.500000,32808.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
510,IA,86966,47,41,0,0,0.000000,0.000000,0,0,0,0,0,0,1850.340426,2121.121951,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
511,IA,86383,119,110,42,42,0.352941,0.381818,41,0,2,0,0,0,725.907563,785.300000,2106.902439,999999.000000,43191.500000,999999.000000,999999.000000,999999.000000
512,IA,44380,27,24,1,1,0.037037,0.041667,1,0,0,0,0,0,1643.703704,1849.166667,44380.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
513,IA,46620,40,37,0,0,0.000000,0.000000,0,0,0,0,0,0,1165.500000,1260.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
514,IA,47383,32,30,4,4,0.125000,0.133333,0,0,4,0,0,0,1480.718750,1579.433333,999999.000000,999999.000000,11845.750000,999999.000000,999999.000000,999999.000000
515,IA,146762,202,153,126,99,0.623762,0.647059,90,5,9,0,0,0,726.544554,959.228758,1630.688889,29352.400000,16306.888889,999999.000000,999999.000000,999999.000000
516,IA,23143,22,18,1,1,0.045455,0.055556,1,0,0,0,0,0,1051.954545,1285.722222,23143.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
520,IA,143261,156,140,46,41,0.294872,0.292857,39,1,1,1,1,0,918.339744,1023.292857,3673.358974,143261.000000,143261.000000,143261.000000,143261.000000,999999.000000
521,IA,58083,32,28,0,0,0.000000,0.000000,0,0,0,0,0,0,1815.093750,2074.392857,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
522,IA,177596,476,404,38,38,0.079832,0.094059,34,0,4,0,0,0,373.100840,439.594059,5223.411765,999999.000000,44399.000000,999999.000000,999999.000000,999999.000000
523,IA,162581,83,72,8,7,0.096386,0.097222,4,3,0,0,0,0,1958.807229,2258.069444,40645.250000,54193.666667,999999.000000,999999.000000,999999.000000,999999.000000
