ZIP3,STATE,POPULATION,AP,DENT,INN_AP,INN_DENT,FRAC_INN_AP,FRAC_INN_DENT,GP,PED,SURG,PERIO,ENDO,PROSTHO,PP_AP,PP_DENT,PP_GP,PP_PED,PP_SURG,PP_PERIO,PP_ENDO,PP_PROSTHO
178,PA,237074,215,173,48,44,0.223256,0.254335,35,0,6,0,6,0,1102.669767,1370.369942,6773.542857,999999.000000,39512.333333,999999.000000,39512.333333,999999.000000
179,PA,122402,100,93,41,40,0.410000,0.430108,38,0,3,0,2,0,1224.020000,1316.150538,3221.105263,999999.000000,40800.666667,999999.000000,61201.000000,999999.000000
180,PA,543508,878,574,499,313,0.568337,0.545296,231,46,50,5,6,1,619.029613,946.878049,2352.848485,11815.391304,10870.160000,108701.600000,90584.666667,543508.000000
181,PA,169880,549,394,327,228,0.595628,0.578680,159,16,46,10,15,1,309.435337,431.167513,1068.427673,10617.500000,3693.043478,16988.000000,11325.333333,169880.000000
182,PA,137705,180,150,77,77,0.427778,0.513333,60,4,13,1,6,0,765.027778,918.033333,2295.083333,34426.250000,10592.692308,137705.000000,22950.833333,999999.000000
184,PA,196920,178,134,50,48,0.280899,0.358209,44,0,2,0,0,0,1106.292135,1469.552239,4475.454545,999999.000000,98460.000000,999999.000000,999999.000000,999999.000000
185,PA,117840,222,187,117,108,0.527027,0.577540,94,6,9,1,4,0,530.810811,630.160428,1253.617021,19640.000000,13093.333333,117840.000000,29460.000000,999999.000000
186,PA,175108,148,124,56,50,0.378378,0.403226,42,3,4,1,1,0,1183.162162,1412.161290,4169.238095,58369.333333,43777.000000,175108.000000,175108.000000,999999.000000
187,PA,132192,204,158,81,76,0.397059,0.481013,61,5,2,1,7,0,648.000000,836.658228,2167.081967,26438.400000,66096.000000,132192.000000,18884.571429,999999.000000
188,PA,76367,55,42,1,1,0.018182,0.023810,1,0,0,0,0,0,1388.490909,1818.261905,76367.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
189,PA,367834,1057,746,610,421,0.577105,0.564343,284,94,44,16,25,2,347.998108,493.075067,1295.190141,3913.127660,8359.863636,22989.625000,14713.360000,183917.000000
190,PA,1125676,3397,1964,2017,1055,0.593759,0.537169,794,138,76,40,52,7,331.373565,573.154786,1417.727960,8157.072464,14811.526316,28141.900000,21647.615385,160810.857143
191,PA,1569948,4130,1992,2472,1020,0.598547,0.512048,814,116,72,30,35,7,380.132688,788.126506,1928.683047,13534.034483,21804.833333,52331.600000,44855.657143,224278.285714
193,PA,445939,1005,651,521,313,0.518408,0.480799,230,48,25,13,16,0,443.720398,685.006144,1938.865217,9290.395833,17837.560000,34303.000000,27871.187500,999999.000000
194,PA,528282,1530,945,948,579,0.619608,0.612698,442,69,52,20,27,1,345.282353,559.028571,1195.208145,7656.260870,10159.269231,26414.100000,19566.000000,528282.000000
195,PA,222469,503,238,408,164,0.811133,0.689076,131,6,14,3,7,1,442.284294,934.743697,1698.236641,37078.166667,15890.642857,74156.333333,31781.285714,222469.000000
196,PA,214274,722,416,507,249,0.702216,0.598558,186,43,31,4,11,1,296.778393,515.081731,1152.010753,4983.116279,6912.064516,53568.500000,19479.454545,214274.000000
197,DE,330826,182,148,29,27,0.159341,0.182432,22,0,6,0,0,0,1817.725275,2235.310811,15037.545455,999999.000000,55137.666667,999999.000000,999999.000000,999999.000000
198,DE,219370,303,245,37,25,0.122112,0.102041,19,2,5,2,0,0,723.993399,895.387755,11545.789474,109685.000000,43874.000000,109685.000000,999999.000000,999999.000000
199,DE,393536,202,157,28,18,0.138614,0.114650,12,0,5,0,2,0,1948.198020,2506.598726,32794.666667,999999.000000,78707.200000,999999.000000,196768.000000,999999.000000
200,MD,671048,1269,963,359,223,0.282900,0.231568,188,7,14,8,3,3,528.800630,696.830737,3569.404255,95864.000000,47932.000000,83881.000000,223682.666667,223682.666667
201,VA,945152,1518,1138,724,558,0.476943,0.490334,408,38,38,27,30,9,622.629776,830.537786,2316.549020,24872.421053,24872.421053,35005.629630,31505.066667,105016.888889
202,DC,0,1,1,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,0.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
203,DC,1343,93,83,0,0,0.000000,0.000000,0,0,0,0,0,0,14.440860,16.180723,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
204,DC,0,6,5,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,0.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
205,DC,0,20,20,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,0.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
206,MD,356565,325,263,87,71,0.267692,0.269962,46,1,13,2,3,0,1097.123077,1355.760456,7751.413043,356565.000000,27428.076923,178282.500000,118855.000000,999999.000000
207,MD,1012309,1244,972,509,390,0.409164,0.401235,294,29,44,15,10,1,813.753215,1041.470165,3443.227891,34907.206897,23007.022727,67487.266667,101230.900000,1012309.000000
208,MD,718105,1656,1332,437,351,0.263889,0.263514,256,18,33,12,17,3,433.638285,539.117868,2805.097656,39894.722222,21760.757576,59842.083333,42241.470588,239368.333333
209,MP,330263,533,440,205,179,0.384615,0.406818,124,11,25,9,10,2,619.630394,750.597727,2663.411290,30023.909091,13210.520000,36695.888889,33026.300000,165131.500000
210,MD,756430,1248,984,521,420,0.417468,0.426829,281,33,37,17,46,5,606.113782,768.729675,2691.921708,22922.121212,20444.054054,44495.882353,16444.130435,151286.000000
211,MD,477232,555,459,222,201,0.400000,0.437908,131,7,31,7,18,1,859.877477,1039.721133,3642.992366,68176.000000,15394.580645,68176.000000,26512.888889,477232.000000
212,MD,1209150,1839,1276,810,572,0.440457,0.448276,471,20,14,18,30,2,657.504078,947.609718,2567.197452,60457.500000,86367.857143,67175.000000,40305.000000,604575.000000
214,MD,94098,214,184,71,66,0.331776,0.358696,36,1,14,1,14,1,439.710280,511.402174,2613.833333,94098.000000,6721.285714,94098.000000,6721.285714,94098.000000
215,MD,101601,91,80,27,27,0.296703,0.337500,20,0,7,0,1,0,1116.494505,1270.012500,5080.050000,999999.000000,14514.428571,999999.000000,101601.000000,999999.000000
216,MD,169848,148,129,19,19,0.128378,0.147287,14,0,5,0,0,0,1147.621622,1316.651163,12132.000000,999999.000000,33969.600000,999999.000000,999999.000000,999999.000000
217,MD,487167,560,447,181,152,0.323214,0.340045,101,7,21,6,12,0,869.941071,1089.859060,4823.435644,69595.285714,23198.428571,81194.500000,40597.250000,999999.000000
218,MD,180895,202,175,20,20,0.099010,0.114286,13,0,3,0,5,0,895.519802,1033.685714,13915.000000,999999.000000,60298.333333,999999.000000,36179.000000,999999.000000
219,MD,102416,109,85,58,48,0.532110,0.564706,42,8,2,0,1,0,939.596330,1204.894118,2438.476190,12802.000000,51208.000000,999999.000000,102416.000000,999999.000000
220,VA,506350,1040,867,352,315,0.338462,0.363322,243,28,18,13,14,3,486.875000,584.025375,2083.744856,18083.928571,28130.555556,38950.000000,36167.857143,168783.333333
221,VT,472037,904,773,391,348,0.432522,0.450194,247,20,29,23,22,14,522.164823,610.655886,1911.080972,23601.850000,16277.137931,20523.347826,21456.227273,33716.928571
222,VA,229887,314,279,104,100,0.331210,0.358423,71,5,10,7,13,6,732.124204,823.967742,3237.845070,45977.400000,22988.700000,32841.000000,17683.615385,38314.500000
223,VA,351744,448,386,145,134,0.323661,0.347150,99,6,6,9,5,2,785.142857,911.253886,3552.969697,58624.000000,58624.000000,39082.666667,70348.800000,175872.000000
224,VA,231407,315,262,136,106,0.431746,0.404580,74,9,16,5,2,4,734.625397,883.232824,3127.121622,25711.888889,14462.937500,46281.400000,115703.500000,57851.750000
225,VA,195671,169,131,108,78,0.639053,0.595420,58,2,10,1,5,3,1157.816568,1493.671756,3373.637931,97835.500000,19567.100000,195671.000000,39134.200000,65223.666667
226,VA,191069,225,141,94,35,0.417778,0.248227,34,1,2,0,0,0,849.195556,1355.099291,5619.676471,191069.000000,95534.500000,999999.000000,999999.000000,999999.000000
227,VA,81844,60,55,25,24,0.416667,0.436364,24,0,0,0,0,1,1364.066667,1488.072727,3410.166667,999999.000000,999999.000000,999999.000000,999999.000000,81844.000000
228,VA,170552,149,124,50,41,0.335570,0.330645,31,1,11,1,0,0,1144.644295,1375.419355,5501.677419,170552.000000,15504.727273,170552.000000,999999.000000,999999.000000
229,VA,262424,331,253,62,42,0.187311,0.166008,37,1,5,0,0,0,792.821752,1037.249012,7092.540541,262424.000000,52484.800000,999999.000000,999999.000000,999999.000000
230,VA,228253,182,164,38,36,0.208791,0.219512,31,0,0,1,2,0,1254.137363,1391.786585,7363.000000,999999.000000,999999.000000,228253.000000,114126.500000,999999.000000
231,VA,382644,560,438,148,93,0.264286,0.212329,51,4,22,1,14,0,683.292857,873.616438,7502.823529,95661.000000,17392.909091,382644.000000,27331.714286,999999.000000
232,VA,569802,857,696,199,167,0.232205,0.239943,124,13,24,2,9,1,664.879813,818.681034,4595.177419,43830.923077,23741.750000,284901.000000,63311.333333,569802.000000
233,VA,267961,377,254,205,117,0.543767,0.460630,96,6,14,0,3,0,710.771883,1054.964567,2791.260417,44660.166667,19140.071429,999999.000000,89320.333333,999999.000000
234,VA,583383,888,558,360,165,0.405405,0.295699,133,8,18,3,5,1,656.962838,1045.489247,4386.338346,72922.875000,32410.166667,194461.000000,116676.600000,583383.000000
235,VA,245752,212,176,65,49,0.306604,0.278409,40,4,1,1,0,0,1159.207547,1396.318182,6143.800000,61438.000000,245752.000000,245752.000000,999999.000000,999999.000000
237,VA,95536,123,119,6,6,0.048780,0.050420,6,0,0,0,1,0,776.715447,802.823529,15922.666667,999999.000000,999999.000000,999999.000000,95536.000000,999999.000000
238,VA,342984,270,224,70,51,0.259259,0.227679,42,5,0,0,3,0,1270.311111,1531.178571,8166.285714,68596.800000,999999.000000,999999.000000,114328.000000,999999.000000
239,VA,103958,50,43,2,2,0.040000,0.046512,2,0,0,0,0,0,2079.160000,2417.627907,51979.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
240,VA,361572,268,240,9,8,0.033582,0.033333,8,2,1,0,0,0,1349.149254,1506.550000,45196.500000,180786.000000,361572.000000,999999.000000,999999.000000,999999.000000
241,VA,227976,137,126,4,4,0.029197,0.031746,3,1,0,0,0,0,1664.058394,1809.333333,75992.000000,227976.000000,999999.000000,999999.000000,999999.000000,999999.000000
242,VA,189129,89,70,2,2,0.022472,0.028571,1,0,0,0,0,0,2125.044944,2701.842857,189129.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
243,VA,152312,70,62,5,5,0.071429,0.080645,5,0,0,0,0,0,2175.885714,2456.645161,30462.400000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
244,VA,142532,98,82,29,21,0.295918,0.256098,17,0,3,0,0,0,1454.408163,1738.195122,8384.235294,999999.000000,47510.666667,999999.000000,999999.000000,999999.000000
245,VA,382855,259,224,11,11,0.042471,0.049107,11,0,1,0,0,0,1478.204633,1709.174107,34805.000000,999999.000000,382855.000000,999999.000000,999999.000000,999999.000000
247,WV,59867,34,29,3,3,0.088235,0.103448,2,0,0,0,0,0,1760.794118,2064.379310,29933.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
248,WV,35813,11,8,0,0,0.000000,0.000000,0,0,0,0,0,0,3255.727273,4476.625000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
249,WV,54056,34,24,7,3,0.205882,0.125000,3,0,0,0,0,0,1589.882353,2252.333333,18018.666667,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
250,WV,66364,31,29,7,7,0.225806,0.241379,7,0,0,0,0,0,2140.774194,2288.413793,9480.571429,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
251,WV,71226,37,36,15,15,0.405405,0.416667,14,1,0,0,0,0,1925.027027,1978.500000,5087.571429,71226.000000,999999.000000,999999.000000,999999.000000,999999.000000
252,WV,57811,24,19,1,1,0.041667,0.052632,0,0,1,0,0,0,2408.791667,3042.684211,999999.000000,999999.000000,57811.000000,999999.000000,999999.000000,999999.000000
253,WV,115515,197,152,27,26,0.137056,0.171053,21,0,3,0,1,0,586.370558,759.967105,5500.714286,999999.000000,38505.000000,999999.000000,115515.000000,999999.000000
254,WV,187140,99,88,1,1,0.010101,0.011364,1,0,0,0,0,0,1890.303030,2126.590909,187140.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
255,WV,139596,105,67,48,19,0.457143,0.283582,18,1,0,0,0,0,1329.485714,2083.522388,7755.333333,139596.000000,999999.000000,999999.000000,999999.000000,999999.000000
256,WV,49489,19,15,7,4,0.368421,0.266667,4,0,0,0,0,0,2604.684211,3299.266667,12372.250000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
257,WV,74922,92,67,28,19,0.304348,0.283582,19,0,1,0,0,0,814.369565,1118.238806,3943.263158,999999.000000,74922.000000,999999.000000,999999.000000,999999.000000
258,WV,87439,71,61,11,6,0.154930,0.098361,5,1,0,0,0,0,1231.535211,1433.426230,17487.800000,87439.000000,999999.000000,999999.000000,999999.000000,999999.000000
259,WV,44314,28,23,7,4,0.250000,0.173913,4,0,0,0,0,0,1582.642857,1926.695652,11078.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
260,WV,128494,113,91,18,15,0.159292,0.164835,13,1,1,0,0,0,1137.115044,1412.021978,9884.153846,128494.000000,128494.000000,999999.000000,999999.000000,999999.000000
261,WV,131668,102,95,16,16,0.156863,0.168421,16,0,0,0,0,0,1290.862745,1385.978947,8229.250000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
262,WV,83816,49,44,8,8,0.163265,0.181818,7,0,1,0,0,0,1710.530612,1904.909091,11973.714286,999999.000000,83816.000000,999999.000000,999999.000000,999999.000000
263,WV,88450,111,65,46,10,0.414414,0.153846,10,0,0,0,0,0,796.846847,1360.769231,8845.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
264,WV,58299,34,21,15,5,0.441176,0.238095,5,0,0,0,0,0,1714.676471,2776.142857,11659.800000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
265,WV,184965,188,167,12,12,0.063830,0.071856,10,0,2,0,1,0,983.856383,1107.574850,18496.500000,999999.000000,92482.500000,999999.000000,184965.000000,999999.000000
266,WV,31076,27,17,15,5,0.555556,0.294118,5,0,0,0,0,0,1150.962963,1828.000000,6215.200000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
267,WV,53864,25,19,6,4,0.240000,0.210526,4,0,0,0,0,0,2154.560000,2834.947368,13466.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
268,WV,32425,24,22,5,5,0.208333,0.227273,5,0,0,0,0,0,1351.041667,1473.863636,6485.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
270,NC,290011,184,177,81,81,0.440217,0.457627,63,3,2,0,0,0,1576.146739,1638.480226,4603.349206,96670.333333,145005.500000,999999.000000,999999.000000,999999.000000
271,NC,261857,391,339,148,135,0.378517,0.398230,120,1,8,4,6,0,669.710997,772.439528,2182.141667,261857.000000,32732.125000,65464.250000,43642.833333,999999.000000
272,NC,597689,568,486,244,212,0.429577,0.436214,188,7,15,4,4,1,1052.269366,1229.812757,3179.196809,85384.142857,39845.933333,149422.250000,149422.250000,597689.000000
273,NC,389782,586,318,464,206,0.791809,0.647799,181,1,7,4,3,0,665.156997,1225.729560,2153.491713,389782.000000,55683.142857,97445.500000,129927.333333,999999.000000
274,NC,324167,534,429,248,193,0.464419,0.449883,163,0,10,4,3,1,607.054307,755.634033,1988.754601,999999.000000,32416.700000,81041.750000,108055.666667,324167.000000
275,NC,1165358,3478,1431,2179,507,0.626509,0.354298,448,19,21,8,17,1,335.065555,814.366177,2601.245536,61334.631579,55493.238095,145669.750000,68550.470588,1165358.000000
276,NC,539588,1291,746,774,337,0.599535,0.451743,295,6,14,6,6,0,417.961270,723.308311,1829.111864,89931.333333,38542.000000,89931.333333,89931.333333,999999.000000
277,NC,285865,672,518,366,262,0.544643,0.505792,232,3,10,4,5,0,425.394345,551.862934,1232.176724,95288.333333,28586.500000,71466.250000,57173.000000,999999.000000
278,NC,549176,516,453,112,89,0.217054,0.196468,65,1,6,2,8,0,1064.294574,1212.309051,8448.861538,549176.000000,91529.333333,274588.000000,68647.000000,999999.000000
279,NC,197365,91,80,2,2,0.021978,0.025000,2,0,0,0,0,0,2168.846154,2467.062500,98682.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
280,NC,710992,784,504,396,196,0.505102,0.388889,152,18,25,1,3,0,906.877551,1410.698413,4677.578947,39499.555556,28439.680000,710992.000000,236997.333333,999999.000000
281,NC,617649,590,464,238,164,0.403390,0.353448,131,14,9,3,8,1,1046.862712,1331.140086,4714.877863,44117.785714,68627.666667,205883.000000,77206.125000,617649.000000
282,NC,888140,1262,929,479,336,0.379556,0.361679,283,20,26,6,13,1,703.755943,956.017223,3138.303887,44407.000000,34159.230769,148023.333333,68318.461538,888140.000000
283,NC,859998,1665,791,982,251,0.589790,0.317320,230,5,13,5,4,0,516.515315,1087.228824,3739.121739,171999.600000,66153.692308,171999.600000,214999.500000,999999.000000
284,NC,509384,477,387,109,87,0.228512,0.224806,67,0,7,0,0,0,1067.890985,1316.237726,7602.746269,999999.000000,72769.142857,999999.000000,999999.000000,999999.000000
285,NC,511193,452,398,61,56,0.134956,0.140704,42,2,10,1,8,0,1130.957965,1284.404523,12171.261905,255596.500000,51119.300000,511193.000000,63899.125000,999999.000000
286,NC,636124,431,362,78,57,0.180974,0.157459,47,10,4,0,0,0,1475.925754,1757.248619,13534.553191,63612.400000,159031.000000,999999.000000,999999.000000,999999.000000
287,NC,551549,302,255,33,18,0.109272,0.070588,18,0,0,0,0,0,1826.321192,2162.937255,30641.611111,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
288,NC,128461,245,214,12,12,0.048980,0.056075,12,0,0,0,0,0,524.330612,600.285047,10705.083333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
289,NC,38216,18,16,0,0,0.000000,0.000000,0,0,0,0,0,0,2123.111111,2388.500000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
290,SC,447106,275,236,86,77,0.312727,0.326271,71,0,3,0,1,0,1625.840000,1894.516949,6297.267606,999999.000000,149035.333333,999999.000000,447106.000000,999999.000000
291,SC,367549,272,241,89,70,0.327206,0.290456,67,0,2,1,1,0,1351.283088,1525.099585,5485.805970,999999.000000,183774.500000,367549.000000,367549.000000,999999.000000
292,SC,341953,606,474,164,104,0.270627,0.219409,102,1,2,0,2,0,564.278878,721.419831,3352.480392,341953.000000,170976.500000,999999.000000,170976.500000,999999.000000
293,SC,405726,264,218,53,42,0.200758,0.192661,41,1,1,0,0,0,1536.840909,1861.128440,9895.756098,405726.000000,405726.000000,999999.000000,999999.000000,999999.000000
294,SC,809477,1010,728,213,131,0.210891,0.179945,101,2,17,0,10,0,801.462376,1111.918956,8014.623762,404738.500000,47616.294118,999999.000000,80947.700000,999999.000000
295,SC,672988,510,385,168,94,0.329412,0.244156,87,3,2,1,1,0,1319.584314,1748.020779,7735.494253,224329.333333,336494.000000,672988.000000,672988.000000,999999.000000
296,SC,1008220,963,736,261,169,0.271028,0.229620,154,6,6,1,0,0,1046.957425,1369.864130,6546.883117,168036.666667,168036.666667,1008220.000000,999999.000000,999999.000000
297,SC,385378,406,285,202,135,0.497537,0.473684,117,2,10,3,3,0,949.206897,1352.203509,3293.829060,192689.000000,38537.800000,128459.333333,128459.333333,999999.000000
298,SC,225661,130,114,19,17,0.146154,0.149123,13,0,4,0,0,0,1735.853846,1979.482456,17358.538462,999999.000000,56415.250000,999999.000000,999999.000000,999999.000000
299,SC,229386,327,265,47,31,0.143731,0.116981,24,3,6,1,0,0,701.486239,865.607547,9557.750000,76462.000000,38231.000000,229386.000000,999999.000000,999999.000000
300,GA,2378277,5236,2278,3270,1101,0.624523,0.483319,817,122,86,28,36,13,454.216387,1044.019754,2910.987760,19494.073770,27654.383721,84938.464286,66063.250000,182944.384615
301,GA,1252663,2175,1045,1580,640,0.726437,0.612440,434,98,69,17,23,3,575.937011,1198.720574,2886.320276,12782.275510,18154.536232,73686.058824,54463.608696,417554.333333
302,GA,1047616,1649,880,1107,523,0.671316,0.594318,360,91,37,14,17,4,635.303820,1190.472727,2910.044444,11512.263736,28313.945946,74829.714286,61624.470588,261904.000000
303,GA,977659,2279,1372,1243,688,0.545415,0.501458,485,84,66,27,27,8,428.985959,712.579446,2015.791753,11638.797619,14813.015152,36209.592593,36209.592593,122207.375000
304,GA,227077,108,91,12,12,0.111111,0.131868,7,0,3,0,3,0,2102.564815,2495.351648,32439.571429,999999.000000,75692.333333,999999.000000,75692.333333,999999.000000
305,GA,663801,978,559,640,310,0.654397,0.554562,194,70,48,5,3,0,678.733129,1187.479428,3421.654639,9482.871429,13829.187500,132760.200000,221267.000000,999999.000000
306,GA,401406,268,230,58,57,0.216418,0.247826,32,6,2,0,5,0,1497.783582,1745.243478,12543.937500,66901.000000,200703.000000,999999.000000,80281.200000,999999.000000
307,GA,369326,239,189,108,80,0.451883,0.423280,36,5,38,0,0,0,1545.297071,1954.105820,10259.055556,73865.200000,9719.105263,999999.000000,999999.000000,999999.000000
308,GA,204221,88,82,21,20,0.238636,0.243902,17,0,0,0,0,1,2320.693182,2490.500000,12013.000000,999999.000000,999999.000000,999999.000000,999999.000000,204221.000000
309,GA,204805,545,441,20,20,0.036697,0.045351,15,1,2,3,0,0,375.788991,464.410431,13653.666667,204805.000000,102402.500000,68268.333333,999999.000000,999999.000000
310,GA,542722,288,255,42,39,0.145833,0.152941,34,0,2,0,1,0,1884.451389,2128.321569,15962.411765,999999.000000,271361.000000,999999.000000,542722.000000,999999.000000
312,GA,164526,179,160,39,36,0.217877,0.225000,30,0,5,2,3,0,919.139665,1028.287500,5484.200000,999999.000000,32905.200000,82263.000000,54842.000000,999999.000000
313,GA,220027,187,162,56,48,0.299465,0.296296,34,0,9,0,10,0,1176.614973,1358.191358,6471.382353,999999.000000,24447.444444,999999.000000,22002.700000,999999.000000
314,GA,253006,271,227,67,61,0.247232,0.268722,39,2,10,6,4,0,933.601476,1114.563877,6487.333333,126503.000000,25300.600000,42167.666667,63251.500000,999999.000000
315,GA,340948,185,159,38,31,0.205405,0.194969,26,1,2,0,5,0,1842.962162,2144.327044,13113.384615,340948.000000,170474.000000,999999.000000,68189.600000,999999.000000
316,GA,196136,104,84,21,16,0.201923,0.190476,15,0,1,0,0,0,1885.923077,2334.952381,13075.733333,999999.000000,196136.000000,999999.000000,999999.000000,999999.000000
317,GA,365250,226,170,45,18,0.199115,0.105882,17,0,1,0,0,0,1616.150442,2148.529412,21485.294118,999999.000000,365250.000000,999999.000000,999999.000000,999999.000000
318,GA,89749,32,30,5,3,0.156250,0.100000,3,0,0,0,0,0,2804.656250,2991.633333,29916.333333,999999.000000,999999.000000,999999.000000,999999.000000,999999.000000
319,GA,196738,328,274,70,65,0.213415,0.237226,52,3,7,0,2,0,599.810976,718.021898,3783.423077,65579.333333,28105.428571,999999.000000,98369.000000,999999.000000
320,FL,641556,975,575,617,301,0.632821,0.523478,230,14,18,13,18,4,658.006154,1115.749565,2789.373913,45825.428571,35642.000000,49350.461538,35642.000000,160389.000000
321,FL,594436,1386,680,1010,407,0.728716,0.598529,336,10,16,19,29,7,428.886003,874.170588,1769.154762,59443.600000,37152.250000,31286.105263,20497.793103,84919.428571
322,VA,961701,2593,1107,1731,527,0.667567,0.476061,426,24,27,13,23,7,370.883533,868.745257,2257.514085,40070.875000,35618.555556,73977.000000,41813.086957,137385.857143
323,FL,436246,325,242,101,63,0.310769,0.260331,54,0,3,0,0,0,1342.295385,1802.669421,8078.629630,999999.000000,145415.333333,999999.000000,999999.000000,999999.000000
324,FL,356105,247,199,62,44,0.251012,0.221106,34,8,4,1,0,1,1441.720648,1789.472362,10473.676471,44513.125000,89026.250000,356105.000000,999999.000000,356105.000000
325,FL,684534,663,545,98,66,0.147813,0.121101,56,6,2,2,1,0,1032.479638,1256.025688,12223.821429,114089.000000,342267.000000,342267.000000,684534.000000,999999.000000
326,FL,369673,865,683,178,138,0.205780,0.202050,120,2,2,1,10,1,427.367630,541.248902,3080.608333,184836.500000,184836.500000,369673.000000,36967.300000,369673.000000
327,FL,999418,3538,1194,2960,781,0.836631,0.654104,614,33,48,22,46,7,282.481063,837.033501,1627.716612,30285.393939,20821.208333,45428.090909,21726.478261,142774.000000
328,FL,979081,2514,942,1966,605,0.782021,0.642251,473,22,40,21,38,4,389.451472,1039.364119,2069.938689,44503.681818,24477.025000,46622.904762,25765.289474,244770.250000
329,FL,650533,1096,665,604,325,0.551095,0.488722,260,13,21,8,19,1,593.552007,978.245113,2502.050000,50041.000000,30977.761905,81316.625000,34238.578947,650533.000000
330,FL,1752700,3737,1831,2716,1131,0.726786,0.617695,841,87,62,67,58,16,469.012577,957.236483,2084.066587,20145.977011,28269.354839,26159.701493,30218.965517,109543.750000
331,FL,2037351,3690,2258,1845,1100,0.500000,0.487157,847,78,51,45,44,16,552.127642,902.281222,2405.373081,26119.884615,39948.058824,45274.466667,46303.431818,127334.437500
333,FL,824195,2775,1487,1882,883,0.678198,0.593813,670,64,50,50,45,19,297.007207,554.266980,1230.141791,12878.046875,16483.900000,16483.900000,18315.444444,43378.684211
334,FL,1538684,4679,1815,3413,1064,0.729429,0.586226,778,82,55,62,55,24,328.848899,847.759780,1977.742931,18764.439024,27976.072727,24817.483871,27976.072727,64111.833333
335,FL,783352,1631,932,1298,707,0.795831,0.758584,569,37,35,19,43,10,480.289393,840.506438,1376.717047,21171.675676,22381.485714,41229.052632,18217.488372,78335.200000
336,FL,778810,2149,1075,1457,628,0.677990,0.584186,486,32,38,18,39,7,362.405770,724.474419,1602.489712,24337.812500,20495.000000,43267.222222,19969.487179,111258.571429
337,FL,756504,1845,1001,1253,575,0.679133,0.574426,453,28,32,15,41,7,410.029268,755.748252,1669.986755,27018.000000,23640.750000,50433.600000,18451.317073,108072.000000
338,FL,750337,1361,629,1065,404,0.782513,0.642289,320,21,21,13,21,5,551.313005,1192.904610,2344.803125,35730.333333,35730.333333,57718.230769,35730.333333,150067.400000
339,FL,819706,1334,812,883,519,0.661919,0.639163,437,33,17,14,22,6,614.472264,1009.490148,1875.757437,24839.575758,48218.000000,58550.428571,37259.363636,136617.666667
341,FL,414978,751,529,359,247,0.478029,0.466919,198,13,10,12,16,3,552.567244,784.457467,2095.848485,31921.384615,41497.800000,34581.500000,25936.125000,138326.000000
342,FL,822186,1679,912,1029,470,0.612865,0.515351,396,17,22,12,10,4,489.687909,901.519737,2076.227273,48363.882353,37372.090909,68515.500000,82218.600000,205546.500000
344,FL,441565,893,552,674,385,0.754759,0.697464,317,17,16,16,16,2,494.473684,799.936594,1392.949527,25974.411765,27597.812500,27597.812500,27597.812500,220782.500000
346,FL,686227,1323,739,953,491,0.720333,0.664411,396,22,31,9,26,8,518.690098,928.588633,1732.896465,31192.136364,22136.354839,76247.444444,26393.346154,85778.375000
347,FL,727815,2204,747,1930,565,0.875681,0.756359,420,29,41,22,42,5,330.224592,974.317269,1732.892857,25097.068966,17751.585366,33082.500000,17328.928571,145563.000000
349,FL,469118,1204,576,954,416,0.792359,0.722222,315,16,26,23,24,4,389.632890,814.440972,1489.263492,29319.875000,18043.000000,20396.434783,19546.583333,117279.500000
350,AL,445598,564,364,360,193,0.638298,0.530220,177,5,14,0,1,0,790.067376,1224.170330,2517.502825,89119.600000,31828.428571,999999.000000,445598.000000,999999.000000
