LATITUDE,LONGITUDE,INN
37.3164458,-122.0303443,FALSE
37.3165148,-122.030219,FALSE
37.3165169,-122.0546468,FALSE
37.3165372,-122.0302485,FALSE
37.3165711,-122.03107,FALSE
37.3165934,-121.7939329,TRUE
37.3169832,-122.0317582,FALSE
37.3170252,-122.0296268,FALSE
37.317063,-122.0302485,FALSE
37.3170675,-122.0255635,FALSE
37.3171004,-122.0293788,FALSE
37.3172726,-122.0310478,TRUE
37.317342,-122.030175,FALSE
37.3174008,-122.0296268,TRUE
37.3175281,-122.0167482,FALSE
37.317624,-121.766024,FALSE
37.3177839,-122.0381302,FALSE
37.3181606,-121.8838552,TRUE
37.3181822,-122.0313539,TRUE
37.3183597,-122.0670104,FALSE
37.3184205,-122.0330839,TRUE
37.3184219,-121.994581,FALSE
37.3185116,-121.8232935,FALSE
37.318562,-122.0318399,TRUE
37.318563,-121.8233088,TRUE
37.3185652,-122.0332843,FALSE
37.3185704,-121.8232992,TRUE
37.3186247,-122.0310478,FALSE
37.3189131,-122.0295081,TRUE
37.3189299,-122.0295081,FALSE
37.3189599,-121.8236688,TRUE
37.3190045,-121.8271091,FALSE
37.3193507,-121.9491108,TRUE
37.3194013,-121.7770427,FALSE
37.3194758,-122.056911,FALSE
37.3194974,-121.8235179,FALSE
37.3196685,-121.8250343,FALSE
37.3197493,-122.0557567,FALSE
37.3198682,-121.97317,FALSE
37.3203235,-121.9875215,FALSE
37.3204522,-121.8261709,TRUE
37.3205247,-121.8265426,FALSE
37.3206208,-121.825921,FALSE
37.3206346,-121.795957,FALSE
37.3206427,-121.9363117,FALSE
37.3207306,-121.8273922,FALSE
37.3208026,-121.8288504,FALSE
37.3208102,-121.8247151,TRUE
37.3210626,-121.8284821,TRUE
37.3210642,-122.0762655,FALSE
37.3210954,-121.8251677,FALSE
37.3213539,-121.9141763,FALSE
37.3214931,-122.0541661,FALSE
37.3215192,-122.0536257,FALSE
37.3215244,-121.9447557,FALSE
37.3215487,-121.8214529,FALSE
